in:Span,in:Side height,in:Trust Type,in:Segments,in:Midspan deflection,in:Shape exponent,in:Krümmungsanteil,in:MaterialSwitch bottom,in:MaterialSwitch top,in:MaterialSwitch right_dia,in:MaterialSwitch left_dia,in:MaterialSwitch vertical,in:MaterialSwitch column,in:TIMBER Type Switch bottom,in:TIMBER Type Switch top,in:TIMBER Type Switch right dia,in:TIMBER Type Switch left dia,in:TIMBER Type Switch vertical,in:TIMBER Type Switch column,in:STEEL CrossSectionSwitch bottom,in:STEEL CrossSectionSwitch top,in:STEEL CrossSectionSwitch right Diagonal,in:STEEL CrossSectionSwitch left Diagonal,in:STEEL CrossSectionSwitch vertical,in:STEEL CrossSectionSwitch column,in:Diameter_bottom,in:Diameter_top,in:Diameter_r_diagonal,in:Diameter_l_diagonal,in:Diameter_vertical,in:Diameter_column,in:Number of bars_bottom,in:Number of bars_top,in:Number of bars_r_diagonal,in:Number of bars_l_diagonal,in:Number of bars_vertical,in:Number of bars_column,out:wlc_Minimise_CO2,out:imgFile,img
30,1.3,1,12,3.13,1.55,0.59,0,0,0,0,0,0,2,11,10,7,10,6,2,5,5,3,2,2,1,0,1,1,1,1,9,5,6,5,9,11,1637.1494,img_0574.png,img_0574_Front.png
30,1.3,1,12,3.07,1.53,0.52,0,0,0,0,0,0,5,11,9,7,10,8,2,4,5,3,2,1,1,0,1,1,1,1,9,6,4,5,8,10,1608.710343,img_0575.png,img_0575_Front.png
30,1.3,1,13,3.01,1.53,0.46,0,0,0,0,0,0,8,8,10,7,9,8,3,3,4,3,2,1,1,0,1,0,0,2,9,7,3,5,8,9,1551.727225,img_0576.png,img_0576_Front.png
30,1.4,2,14,2.94,1.60,0.61,0,0,0,0,0,0,3,11,9,6,10,7,2,5,5,4,1,1,1,0,2,1,1,1,9,6,8,6,8,11,1371.222017,img_0577.png,img_0577_Front.png
30,1.8,2,10,3.47,1.20,0.69,0,0,0,0,0,0,16,8,10,13,5,15,7,2,4,6,3,1,4,2,2,1,2,4,10,10,3,2,9,6,1618.707839,img_0578.png,img_0578_Front.png
30,1.8,2,12,3.49,1.16,0.69,0,0,0,0,0,0,17,10,11,10,4,16,7,3,4,9,4,2,4,2,2,1,3,4,12,10,4,2,10,6,1740.472746,img_0579.png,img_0579_Front.png
30,1.8,2,10,3.46,1.10,0.76,0,0,0,0,0,0,18,8,13,17,6,18,10,3,4,6,3,2,4,2,2,1,2,4,11,9,6,3,13,6,1519.834772,img_0580.png,img_0580_Front.png
30,1.3,2,13,3.10,1.55,0.59,0,0,0,0,0,0,2,11,9,7,10,6,2,4,5,4,2,1,1,0,1,1,1,1,9,5,6,5,8,11,1338.152116,img_0581.png,img_0581_Front.png
30,1.8,5,13,3.46,1.10,0.76,0,1,0,0,0,0,18,8,14,17,6,18,9,2,4,10,6,3,5,2,4,1,4,5,13,14,6,2,13,6,307277.325293,img_0582.png,img_0582_Front.png
30,1.4,2,13,3.10,1.53,0.46,0,0,0,0,0,0,9,9,11,10,10,9,3,4,5,4,2,1,1,0,1,1,1,1,9,7,3,6,10,9,1322.687134,img_0583.png,img_0583_Front.png
30,1.3,1,12,3.08,1.53,0.49,0,0,0,0,0,0,6,11,10,8,10,9,3,4,5,3,2,1,1,0,1,0,0,1,9,6,3,5,9,9,1598.617485,img_0584.png,img_0584_Front.png
30,1.8,2,11,3.45,1.18,0.69,0,0,0,0,0,0,16,8,8,12,5,13,7,2,4,7,4,1,3,2,2,0,2,4,9,10,3,3,8,6,1676.366576,img_0585.png,img_0585_Front.png
30,1.8,5,13,3.46,1.18,0.72,0,0,0,0,0,0,16,8,11,14,5,16,7,3,4,10,6,3,6,2,3,1,2,4,10,13,4,3,10,6,1171.006604,img_0586.png,img_0586_Front.png
30,1.8,2,10,3.51,1.31,0.64,0,0,0,0,0,0,16,10,8,9,3,15,6,3,4,6,3,2,4,2,2,1,2,4,11,9,3,2,7,7,1596.21152,img_0587.png,img_0587_Front.png
30,1.7,3,10,3.47,1.18,0.72,0,0,0,0,0,0,16,8,10,13,4,16,7,2,4,6,4,2,4,2,3,1,3,4,12,13,4,3,10,6,2055.955606,img_0588.png,img_0588_Front.png
30,1.3,2,14,3.15,1.55,0.46,0,0,0,0,0,0,9,9,11,9,10,9,2,5,5,4,2,1,1,0,1,0,1,2,9,7,3,6,10,9,1330.076213,img_0589.png,img_0589_Front.png
30,1.7,2,10,3.47,1.24,0.66,0,0,0,0,0,0,16,8,8,12,4,14,7,2,4,6,3,1,4,2,2,1,2,4,10,10,3,3,8,6,1585.863057,img_0590.png,img_0590_Front.png
30,1.4,2,14,2.91,1.57,0.62,0,0,0,0,0,0,1,11,9,6,10,6,2,5,5,4,1,1,1,0,2,1,1,1,9,6,3,5,9,10,1306.754717,img_0591.png,img_0591_Front.png
30,1.3,2,14,3.10,1.53,0.46,0,0,0,0,0,0,9,9,11,10,11,9,3,4,5,4,2,1,1,0,1,1,1,2,9,7,3,6,10,9,1328.705434,img_0592.png,img_0592_Front.png
30,1.3,2,14,3.13,1.53,0.46,0,0,0,0,0,0,8,8,10,9,10,9,3,4,5,4,1,2,1,0,1,0,1,2,9,7,3,5,10,9,1329.801067,img_0593.png,img_0593_Front.png
30,1.3,2,14,3.11,1.53,0.46,0,0,0,0,0,0,8,8,11,9,10,9,3,4,5,4,1,1,1,0,1,0,1,2,9,7,3,5,10,9,1329.070471,img_0594.png,img_0594_Front.png
30,1.3,2,14,3.07,1.52,0.47,0,0,0,0,0,0,8,9,11,8,10,10,3,4,5,4,2,1,1,0,2,0,1,2,9,7,4,6,10,9,1330.27632,img_0595.png,img_0595_Front.png
30,1.3,1,12,3.06,1.52,0.49,0,0,0,0,0,0,6,11,10,8,10,8,3,4,5,3,2,1,1,0,1,0,1,1,9,6,4,6,9,9,1597.829827,img_0596.png,img_0596_Front.png
30,1.3,2,14,2.95,1.55,0.59,0,0,0,0,0,0,2,11,9,6,10,6,2,4,5,4,1,1,1,0,1,1,1,1,9,5,5,5,9,10,1353.34143,img_0597.png,img_0597_Front.png
30,1.8,2,10,3.48,1.23,0.68,0,0,0,0,0,0,16,8,10,13,5,14,7,2,4,6,4,1,4,2,2,1,2,4,10,10,3,3,9,6,1613.826862,img_0598.png,img_0598_Front.png
30,1.3,2,13,3.10,1.54,0.57,0,0,0,0,0,0,4,10,9,7,10,6,2,4,5,4,2,1,0,0,1,0,1,1,9,5,6,5,8,10,1333.806058,img_0599.png,img_0599_Front.png
30,1.8,2,11,3.46,1.26,0.65,0,0,0,0,0,0,17,8,8,13,5,15,7,2,4,6,4,1,3,1,2,0,2,4,10,11,3,3,9,6,1654.908048,img_0600.png,img_0600_Front.png
30,1.3,1,12,3.09,1.53,0.48,0,0,0,0,0,0,6,10,10,8,10,9,3,4,5,3,2,1,1,0,1,0,0,1,9,6,3,5,9,9,1529.438569,img_0601.png,img_0601_Front.png
30,1.5,2,13,3.11,1.53,0.46,0,0,0,0,0,0,8,8,10,9,10,9,3,4,5,3,1,1,1,0,1,0,0,1,9,7,3,5,9,9,1270.711623,img_0602.png,img_0602_Front.png
30,1.7,2,11,3.46,1.10,0.76,0,0,0,0,0,0,18,8,14,17,6,18,9,2,4,6,4,2,3,1,4,2,4,5,13,14,7,3,13,6,1560.518612,img_0603.png,img_0603_Front.png
30,1.3,2,13,3.09,1.53,0.47,0,0,0,0,0,0,8,8,10,8,10,8,2,4,5,4,1,1,1,0,1,0,1,1,9,7,3,5,9,9,1310.871486,img_0604.png,img_0604_Front.png
30,1.3,2,14,2.93,1.56,0.59,0,0,0,0,0,0,2,10,9,6,10,6,2,4,4,3,1,1,1,0,1,1,1,1,9,5,5,5,9,9,1352.120469,img_0605.png,img_0605_Front.png
30,1.3,2,14,3.11,1.52,0.46,0,0,0,0,0,0,8,8,11,9,10,9,3,4,5,4,1,1,1,0,1,0,1,2,9,7,3,5,10,9,1329.297415,img_0606.png,img_0606_Front.png
30,1.6,2,13,3.07,1.52,0.46,0,0,0,0,0,0,9,9,11,8,10,9,3,4,5,4,1,1,1,0,1,1,1,1,9,7,6,6,8,9,1283.540569,img_0607.png,img_0607_Front.png
30,1.3,1,13,3.05,1.55,0.59,0,0,0,0,0,0,2,11,9,6,10,6,2,4,5,3,1,1,1,0,1,1,1,1,9,5,5,5,9,10,1669.904291,img_0608.png,img_0608_Front.png
30,1.3,2,14,3.08,1.57,0.6,0,0,0,0,0,0,3,11,10,7,10,6,2,5,5,4,1,1,1,0,1,1,1,1,9,5,5,5,9,10,1361.431142,img_0609.png,img_0609_Front.png
30,1.8,2,10,3.47,1.22,0.68,0,0,0,0,0,0,16,8,10,13,5,14,7,2,4,5,4,1,4,2,2,1,2,4,10,10,3,3,9,6,1613.646297,img_0610.png,img_0610_Front.png
30,1.3,2,14,2.93,1.56,0.6,0,0,0,0,0,0,1,11,9,6,10,6,2,4,5,4,1,1,1,0,1,1,1,1,9,5,5,5,9,10,1354.47302,img_0611.png,img_0611_Front.png
30,1.8,2,10,3.51,1.31,0.64,0,0,0,0,0,0,16,10,8,9,3,15,6,2,4,9,3,2,4,2,2,1,2,4,11,9,3,2,7,7,1596.21152,img_0612.png,img_0612_Front.png
30,1.3,2,13,3.05,1.56,0.6,0,0,0,0,0,0,2,11,10,7,10,6,2,4,5,4,1,1,1,0,1,1,1,1,9,5,5,5,8,10,1337.963474,img_0613.png,img_0613_Front.png
30,1.5,2,13,3.09,1.52,0.46,0,0,0,0,0,0,8,9,11,9,10,8,3,4,5,4,1,0,1,0,1,0,1,1,9,6,3,6,9,9,1270.241842,img_0614.png,img_0614_Front.png
30,1.6,1,13,3.09,1.52,0.46,0,0,0,0,0,0,8,9,11,9,10,8,3,4,5,4,1,0,1,0,1,0,1,1,9,6,4,6,9,9,1688.657737,img_0615.png,img_0615_Front.png
30,1.3,2,13,3.13,1.53,0.46,0,0,0,0,0,0,8,9,11,9,10,8,4,4,5,4,1,0,1,0,1,0,1,1,9,6,3,6,9,9,1309.960065,img_0616.png,img_0616_Front.png
30,1.8,3,11,3.46,1.10,0.76,0,0,0,0,0,0,18,8,13,17,6,18,9,2,4,6,4,2,4,2,3,1,3,4,12,11,6,2,13,6,2263.781309,img_0617.png,img_0617_Front.png
30,1.7,2,13,3.12,1.53,0.46,0,0,0,0,0,0,9,8,10,9,10,9,3,4,5,3,1,1,1,0,1,1,1,0,9,7,3,6,9,9,1613.549892,img_0618.png,img_0618_Front.png
30,1.4,2,14,2.93,1.59,0.61,0,0,0,0,0,0,2,11,9,6,10,6,2,5,5,4,1,1,1,0,2,1,1,1,9,6,7,5,8,10,1371.009925,img_0619.png,img_0619_Front.png
30,1.3,1,13,2.93,1.53,0.56,0,0,0,0,0,0,2,11,9,6,10,7,2,4,5,3,1,1,1,0,1,1,1,1,9,6,4,5,8,10,1650.420509,img_0620.png,img_0620_Front.png
30,1.4,2,14,2.94,1.60,0.61,0,0,0,0,0,0,3,11,10,6,11,6,2,5,6,4,1,1,1,0,2,1,1,1,9,6,8,6,8,11,1371.222017,img_0621.png,img_0621_Front.png
30,1.7,2,11,3.48,1.32,0.64,0,0,0,0,0,0,16,8,7,10,4,13,6,2,4,6,4,2,3,1,2,0,2,4,10,9,3,3,7,6,1627.809806,img_0622.png,img_0622_Front.png
30,1.4,2,13,3.04,1.53,0.5,0,0,0,0,0,0,8,8,9,8,10,8,2,4,5,4,1,1,1,0,1,0,1,1,9,7,5,6,9,9,1329.606954,img_0623.png,img_0623_Front.png
30,1.6,2,13,3.02,1.53,0.55,0,0,0,0,0,0,8,8,9,7,10,8,2,4,5,4,1,0,1,0,1,0,1,1,9,6,4,6,8,9,1301.949562,img_0624.png,img_0624_Front.png
30,1.3,2,13,3.03,1.55,0.59,0,0,0,0,0,0,1,11,9,6,10,6,2,4,5,4,1,1,1,0,1,1,1,1,9,5,5,5,8,10,1335.085383,img_0625.png,img_0625_Front.png
30,1.4,2,13,3.07,1.52,0.46,0,0,0,0,0,0,8,9,11,8,10,8,2,4,5,4,1,0,1,0,1,0,1,1,9,6,4,6,9,9,1321.880977,img_0626.png,img_0626_Front.png
30,1.8,5,13,3.46,1.10,0.76,0,0,0,0,0,0,18,8,11,14,5,16,9,2,4,10,6,3,6,2,4,2,4,5,12,14,7,3,13,6,1184.761563,img_0627.png,img_0627_Front.png
30,1.6,2,13,3.03,1.52,0.53,0,0,0,0,0,0,8,8,9,7,10,8,2,4,5,4,1,0,1,0,1,0,1,1,9,6,5,6,8,9,1298.046448,img_0628.png,img_0628_Front.png
30,1.8,4,12,3.46,1.22,0.71,0,0,0,0,0,0,16,8,10,13,4,16,7,2,4,9,5,2,5,2,2,1,2,4,10,11,4,2,9,6,1802.231316,img_0629.png,img_0629_Front.png
30,1.4,2,13,2.95,1.52,0.61,0,0,0,0,0,0,1,12,10,7,11,6,2,5,5,4,1,1,1,0,1,1,1,1,9,6,6,6,8,11,1284.494982,img_0630.png,img_0630_Front.png
30,1.3,2,13,3.10,1.53,0.47,0,0,0,0,0,0,8,8,9,8,10,8,2,4,5,4,1,1,1,0,1,0,1,1,9,7,3,5,9,8,1311.214376,img_0631.png,img_0631_Front.png
30,1.4,1,14,2.94,1.55,0.62,0,0,0,0,0,0,1,11,9,6,10,6,2,5,4,2,1,1,1,0,1,1,1,1,9,6,3,5,8,10,1736.059205,img_0632.png,img_0632_Front.png
30,1.7,2,13,3.07,1.52,0.47,0,0,0,0,0,0,9,9,11,8,10,10,3,4,5,3,1,1,1,0,1,1,0,1,9,7,3,6,9,9,1614.989198,img_0633.png,img_0633_Front.png
30,1.3,2,14,3.04,1.57,0.6,0,0,0,0,0,0,2,11,9,6,10,6,2,4,5,4,1,1,1,0,1,1,1,1,9,5,4,5,9,10,1359.499126,img_0634.png,img_0634_Front.png
30,1.3,2,14,3.08,1.52,0.46,0,0,0,0,0,0,8,8,11,8,10,9,3,4,5,4,1,1,1,0,1,0,1,2,9,7,3,5,10,9,1328.200217,img_0635.png,img_0635_Front.png
30,1.4,2,13,2.91,1.57,0.62,0,0,0,0,0,0,1,11,9,6,10,6,2,4,5,4,1,1,1,0,2,1,1,1,9,6,3,5,9,10,1283.529626,img_0636.png,img_0636_Front.png
30,1.6,1,14,3.07,1.52,0.61,0,0,0,0,0,0,1,11,10,6,11,6,2,4,4,2,1,1,1,0,1,1,1,1,9,6,6,6,7,11,1727.250362,img_0637.png,img_0637_Front.png
30,1.6,1,14,3.08,1.52,0.61,0,0,0,0,0,0,1,11,9,6,10,6,2,5,4,2,1,2,1,0,1,1,1,1,9,6,4,5,7,10,1728.128171,img_0638.png,img_0638_Front.png
30,1.6,2,13,3.14,1.54,0.46,0,0,0,0,0,0,9,9,11,9,10,9,5,4,5,4,1,1,1,0,1,0,1,2,9,7,3,6,10,9,1285.511147,img_0639.png,img_0639_Front.png
30,1.6,2,13,3.12,1.53,0.46,0,0,0,0,0,0,9,8,10,9,10,9,2,4,5,3,1,1,1,0,1,0,1,1,9,7,3,6,9,9,1285.040584,img_0640.png,img_0640_Front.png
30,1.3,2,13,3.06,1.54,0.56,0,0,0,0,0,0,6,8,9,7,10,6,2,4,5,4,0,1,0,0,1,0,1,1,9,6,6,5,8,9,1329.847446,img_0641.png,img_0641_Front.png
30,1.7,2,13,3.07,1.52,0.47,0,0,0,0,0,0,9,9,11,8,10,10,3,5,5,4,1,2,1,0,2,1,1,0,9,7,7,7,8,10,1614.989198,img_0642.png,img_0642_Front.png
30,1.3,1,13,3.02,1.53,0.46,0,0,0,0,0,0,8,8,10,7,9,8,3,3,4,3,2,1,1,0,1,0,0,1,9,7,3,5,8,9,1618.487149,img_0643.png,img_0643_Front.png
30,1.8,3,11,3.47,1.24,0.67,0,0,0,0,0,0,17,8,9,13,4,15,7,2,4,8,4,1,4,1,2,0,2,4,11,10,3,2,9,6,2164.715953,img_0644.png,img_0644_Front.png
30,1.7,2,11,3.47,1.20,0.69,0,0,0,0,0,0,16,8,10,13,5,15,7,2,4,6,4,2,3,1,2,0,2,4,10,10,3,2,9,6,1655.723324,img_0645.png,img_0645_Front.png
30,1.6,1,14,3.07,1.51,0.6,0,0,0,0,0,0,1,11,9,6,10,6,2,4,4,2,1,1,1,0,1,1,1,1,9,5,5,5,7,10,1723.370177,img_0646.png,img_0646_Front.png
30,1.8,2,10,3.46,1.36,0.65,0,0,0,0,0,0,16,9,9,9,3,15,6,2,4,6,3,2,3,1,2,0,2,4,9,9,3,2,8,6,1593.934009,img_0647.png,img_0647_Front.png
30,1.3,2,14,3.13,1.53,0.46,0,0,0,0,0,0,8,8,10,9,10,9,3,5,5,4,2,1,1,0,1,0,1,2,9,7,3,5,10,9,1329.801067,img_0648.png,img_0648_Front.png
30,1.3,2,14,3.13,1.53,0.46,0,0,0,0,0,0,8,8,10,9,10,9,4,4,5,4,1,1,1,0,1,0,1,2,9,7,3,5,10,9,1329.801067,img_0649.png,img_0649_Front.png
30,1.3,2,13,2.97,1.56,0.58,0,0,0,0,0,0,3,10,9,6,10,6,2,4,5,4,2,1,0,0,1,0,1,1,9,5,6,5,8,10,1330.018891,img_0650.png,img_0650_Front.png
30,1.4,2,13,3.04,1.52,0.49,0,0,0,0,0,0,8,8,9,8,10,8,2,4,5,4,1,1,1,0,1,0,1,1,9,7,5,6,8,9,1327.582963,img_0651.png,img_0651_Front.png
30,1.3,2,13,2.93,1.53,0.59,0,0,0,0,0,0,1,11,9,6,10,6,2,4,4,3,1,1,1,0,1,1,1,1,9,5,5,5,8,9,1331.216402,img_0652.png,img_0652_Front.png
30,1.7,2,13,3.12,1.53,0.46,0,0,0,0,0,0,9,8,10,9,10,9,2,4,4,3,0,1,1,0,1,1,0,1,9,7,3,6,9,9,1613.549892,img_0653.png,img_0653_Front.png
30,1.8,2,10,3.50,1.28,0.65,0,0,0,0,0,0,16,9,8,10,3,15,6,2,4,9,3,2,4,2,2,1,2,4,10,9,3,2,7,6,1600.927044,img_0654.png,img_0654_Front.png
30,1.8,4,12,3.46,1.19,0.72,0,0,0,0,0,0,16,8,10,13,4,16,8,2,3,9,5,2,5,2,3,1,3,4,10,12,6,2,11,6,1806.573986,img_0655.png,img_0655_Front.png
30,1.3,2,14,3.08,1.52,0.76,0,0,0,0,0,0,18,8,14,17,6,18,9,4,5,4,1,1,1,0,1,0,1,2,9,7,3,5,10,9,1239.272014,img_0656.png,img_0656_Front.png
30,1.3,2,13,3.13,1.53,0.46,0,0,0,0,0,0,8,8,10,9,10,8,4,4,5,4,1,0,1,0,1,0,1,1,9,6,3,5,9,9,1309.960065,img_0657.png,img_0657_Front.png
30,1.3,2,13,2.95,1.56,0.59,0,0,0,0,0,0,1,10,9,6,10,6,2,4,5,4,1,1,0,0,1,0,1,1,9,5,5,5,8,10,1331.339645,img_0658.png,img_0658_Front.png
30,1.6,1,13,3.12,1.53,0.46,0,0,0,0,0,0,9,8,10,9,10,9,2,4,5,3,1,1,1,0,1,0,1,1,9,7,3,6,9,9,1690.068903,img_0659.png,img_0659_Front.png
30,1.3,1,14,2.96,1.55,0.61,0,0,0,0,0,0,1,11,9,6,10,6,2,4,4,2,1,1,1,0,1,1,1,1,9,5,3,5,8,10,1709.61626,img_0660.png,img_0660_Front.png
30,1.3,2,13,3.07,1.55,0.57,0,0,0,0,0,0,3,9,9,7,10,6,2,4,5,4,0,1,0,0,1,0,1,1,9,5,5,5,8,9,1332.284678,img_0661.png,img_0661_Front.png
30,1.8,5,13,3.46,1.18,0.72,0,0,0,0,0,0,16,8,11,14,5,16,7,3,4,10,6,3,6,2,3,1,2,4,10,13,4,3,11,6,1171.006604,img_0662.png,img_0662_Front.png
30,1.3,2,14,3.07,1.57,0.6,0,0,0,0,0,0,2,11,9,6,10,6,2,4,5,4,1,1,1,0,1,1,1,1,8,5,4,5,9,10,1360.947812,img_0663.png,img_0663_Front.png
30,1.5,1,13,3.04,1.52,0.61,0,0,0,0,0,0,1,11,9,6,10,6,2,5,4,3,1,1,1,0,1,1,1,1,9,6,5,5,7,10,1656.632661,img_0664.png,img_0664_Front.png
30,1.3,2,13,3.51,1.31,0.64,0,0,0,0,0,0,16,10,8,9,3,15,6,4,5,4,1,0,1,0,0,0,1,1,9,6,3,2,7,7,1311.811308,img_0665.png,img_0665_Front.png
30,1.4,2,13,3.15,1.43,0.52,0,0,0,0,0,0,10,8,11,9,9,10,4,3,4,5,2,1,2,0,1,0,1,2,9,8,3,4,10,8,1340.830882,img_0666.png,img_0666_Front.png
30,1.6,2,13,3.02,1.52,0.53,0,0,0,0,0,0,8,8,9,7,10,8,2,4,5,4,1,0,1,0,1,0,1,1,9,6,4,6,8,9,1297.647799,img_0667.png,img_0667_Front.png
30,1.5,2,13,3.11,1.53,0.46,0,0,0,0,0,0,8,8,10,9,10,8,3,4,5,3,1,1,1,0,1,0,0,1,9,7,3,5,9,9,1270.711623,img_0668.png,img_0668_Front.png
30,1.4,2,13,3.18,1.45,0.51,0,0,0,0,0,0,9,8,11,10,9,10,3,3,4,5,2,1,2,0,1,0,1,2,9,8,3,4,10,8,1339.09767,img_0669.png,img_0669_Front.png
30,1.6,3,13,3.26,1.25,0.55,0,0,0,0,0,0,10,8,11,13,8,15,6,2,4,7,3,1,3,0,2,0,3,3,10,9,5,4,11,7,1879.972069,img_0670.png,img_0670_Front.png
30,1.6,2,13,3.07,1.52,0.46,0,0,0,0,0,0,9,9,11,8,10,9,3,4,5,4,1,1,1,0,1,1,1,1,9,7,6,17,8,9,1283.540569,img_0671.png,img_0671_Front.png
30,1.3,2,13,3.12,1.52,0.46,0,0,0,0,0,0,8,9,11,9,10,8,3,4,5,4,1,0,1,0,1,0,1,1,9,6,3,6,9,9,1309.831872,img_0672.png,img_0672_Front.png
30,1.4,2,13,3.08,1.52,0.46,0,0,0,0,0,0,8,8,10,8,10,8,2,4,5,4,1,1,1,0,1,0,1,1,9,7,4,5,8,9,1322.219177,img_0673.png,img_0673_Front.png
30,1.3,2,14,2.91,1.57,0.62,0,0,0,0,0,0,1,11,9,6,10,6,2,4,5,4,1,1,1,0,1,1,1,1,9,6,3,5,9,10,1357.907135,img_0674.png,img_0674_Front.png
30,1.8,2,10,3.50,1.26,0.66,0,0,0,0,0,0,16,9,8,10,3,15,6,2,4,9,3,2,4,2,2,1,2,4,11,10,3,2,8,6,1605.872899,img_0675.png,img_0675_Front.png
30,1.4,2,13,3.13,1.53,0.46,0,0,0,0,0,0,8,9,11,9,10,8,4,4,5,4,1,0,1,0,1,0,1,1,9,6,3,6,9,9,1323.700433,img_0676.png,img_0676_Front.png
30,1.5,2,13,3.09,1.52,0.46,0,0,0,0,0,0,8,8,11,9,10,8,3,4,5,4,1,0,1,0,1,0,1,1,9,6,3,6,9,9,1270.241842,img_0677.png,img_0677_Front.png
30,1.3,2,14,3.10,1.52,0.46,0,0,0,0,0,0,8,8,11,8,10,9,3,4,5,4,1,1,1,0,1,0,1,2,9,7,3,5,10,9,1328.931595,img_0678.png,img_0678_Front.png
30,1.6,3,13,3.22,1.28,0.54,0,0,0,0,0,0,13,8,11,10,8,12,5,3,4,6,3,1,3,0,2,1,1,3,10,8,4,4,11,8,1864.516468,img_0679.png,img_0679_Front.png
30,1.3,2,14,2.93,1.56,0.6,0,0,0,0,0,0,1,12,10,7,11,6,2,4,5,4,1,1,1,0,1,1,1,1,9,5,5,5,9,10,1354.47302,img_0680.png,img_0680_Front.png
30,1.7,2,11,3.46,1.10,0.76,0,0,0,0,0,0,18,8,13,16,5,17,9,2,4,6,4,2,3,1,4,2,4,5,12,14,7,3,13,6,1560.518612,img_0681.png,img_0681_Front.png
30,1.5,2,13,3.11,1.52,0.46,0,0,0,0,0,0,8,8,11,8,10,9,4,4,5,4,1,1,1,0,1,0,1,2,9,7,3,5,10,9,1270.923193,img_0682.png,img_0682_Front.png
30,1.4,2,13,3.11,1.52,0.46,0,0,0,0,0,0,8,8,11,9,10,9,3,4,5,4,1,1,1,0,1,0,1,1,9,7,5,5,10,9,1323.234039,img_0683.png,img_0683_Front.png
30,1.6,2,13,3.03,1.52,0.53,0,0,0,0,0,0,8,8,9,7,10,8,2,4,5,4,1,0,1,0,1,0,1,1,9,6,4,6,8,9,1298.046448,img_0684.png,img_0684_Front.png
30,1.8,2,10,3.47,1.32,0.64,0,0,0,0,0,0,16,9,8,9,3,15,6,2,4,8,3,2,3,1,2,0,2,4,10,9,3,2,7,6,1592.908985,img_0685.png,img_0685_Front.png
30,1.8,5,13,3.46,1.18,0.72,0,0,0,0,0,0,16,8,11,14,5,16,7,3,4,10,6,3,6,2,3,1,2,4,10,13,4,2,10,6,1171.006604,img_0686.png,img_0686_Front.png
30,1.6,1,14,3.07,1.51,0.59,0,0,0,0,0,0,1,11,9,6,10,6,2,4,4,2,1,1,1,0,1,1,1,1,9,5,5,5,7,10,1718.951685,img_0687.png,img_0687_Front.png
30,1.4,2,13,3.13,1.53,0.46,0,0,0,0,0,0,8,8,10,9,10,9,4,4,5,4,1,1,1,0,1,0,1,2,9,7,3,5,10,9,1323.700433,img_0688.png,img_0688_Front.png
30,1.8,4,12,3.46,1.22,0.71,0,0,0,0,0,0,16,8,10,13,4,16,7,2,4,9,5,2,5,2,2,1,2,5,10,11,4,2,9,6,1802.231316,img_0689.png,img_0689_Front.png
30,1.7,2,10,3.39,1.39,0.61,0,0,0,0,0,0,14,9,9,9,4,13,5,2,4,5,2,1,2,0,1,0,1,3,9,8,3,2,8,6,1554.351535,img_0690.png,img_0690_Front.png
30,1.4,2,12,3.38,1.42,0.56,0,0,0,0,0,0,12,8,8,9,7,10,5,2,4,4,1,1,2,0,1,0,1,3,9,7,3,5,8,6,1270.533403,img_0691.png,img_0691_Front.png
30,1.7,2,13,3.12,1.53,0.46,0,0,0,0,0,0,9,8,10,9,10,9,3,4,5,3,1,1,1,0,1,1,1,0,9,7,2,6,9,9,1613.549892,img_0692.png,img_0692_Front.png
30,1.5,2,13,3.03,1.52,0.53,0,0,0,0,0,0,8,8,9,7,10,8,2,4,5,4,1,0,1,0,1,0,1,1,9,6,3,6,8,9,1283.978562,img_0693.png,img_0693_Front.png
30,1.3,1,13,3.10,1.53,0.46,0,0,0,0,0,0,8,8,10,7,9,8,3,3,4,3,1,0,1,0,1,0,0,1,9,6,3,5,8,9,1623.125028,img_0694.png,img_0694_Front.png
30,1.4,2,14,2.93,1.59,0.61,0,0,0,0,0,0,2,11,9,6,10,6,2,4,5,4,1,1,1,0,2,1,1,1,9,6,7,5,8,10,1371.009925,img_0695.png,img_0695_Front.png
30,1.5,1,13,3.05,1.52,0.6,0,0,0,0,0,0,1,11,9,6,10,6,2,4,4,2,1,1,1,0,1,1,1,1,9,6,4,5,7,10,1653.428616,img_0696.png,img_0696_Front.png
30,1.5,2,13,3.11,1.53,0.46,0,0,0,0,0,0,8,8,10,9,10,9,4,4,5,3,1,1,1,0,1,0,0,1,9,7,3,5,9,9,1270.711623,img_0697.png,img_0697_Front.png
30,1.7,2,11,3.47,1.20,0.69,0,0,0,0,0,0,16,8,10,13,5,15,7,2,4,6,4,2,3,1,1,0,2,4,10,10,3,2,9,6,1655.723324,img_0698.png,img_0698_Front.png
30,1.5,1,13,3.07,1.52,0.46,0,0,0,0,0,0,8,8,10,8,9,8,3,3,4,3,1,0,1,0,1,0,0,1,9,6,3,5,8,9,1665.358387,img_0699.png,img_0699_Front.png
30,1.4,2,13,3.18,1.36,0.52,0,0,0,0,0,0,9,8,11,12,7,11,5,3,4,6,3,1,3,0,1,0,1,3,9,11,3,4,10,7,1277.685898,img_0700.png,img_0700_Front.png
30,1.4,2,13,3.07,1.52,0.47,0,0,0,0,0,0,8,8,9,7,10,8,2,4,5,4,1,0,1,0,1,0,1,1,9,6,3,5,8,9,1324.139207,img_0701.png,img_0701_Front.png
