in:Span,in:Side height,in:Trust Type,in:Segments,in:Midspan deflection,in:Shape exponent,in:Krümmungsanteil,in:MaterialSwitch bottom,in:MaterialSwitch top,in:MaterialSwitch right_dia,in:MaterialSwitch left_dia,in:MaterialSwitch vertical,in:MaterialSwitch column,in:TIMBER Type Switch bottom,in:TIMBER Type Switch top,in:TIMBER Type Switch right dia,in:TIMBER Type Switch left dia,in:TIMBER Type Switch vertical,in:TIMBER Type Switch column,in:STEEL CrossSectionSwitch bottom,in:STEEL CrossSectionSwitch top,in:STEEL CrossSectionSwitch right Diagonal,in:STEEL CrossSectionSwitch left Diagonal,in:STEEL CrossSectionSwitch vertical,in:STEEL CrossSectionSwitch column,in:Diameter_bottom,in:Diameter_top,in:Diameter_r_diagonal,in:Diameter_l_diagonal,in:Diameter_vertical,in:Diameter_column,in:Number of bars_bottom,in:Number of bars_top,in:Number of bars_r_diagonal,in:Number of bars_l_diagonal,in:Number of bars_vertical,in:Number of bars_column,out:wlc_Minimise_CO2,out:imgFile,img
30,1.7,2,12,3.44,1.20,0.73,0,0,0,0,0,0,14,4,9,12,1,11,5,1,0,4,0,1,3,0,1,0,1,1,8,10,3,0,9,3,1067.390655,img_4040.png,img_4040_Front.png
30,1.7,2,12,3.41,1.20,0.73,0,0,0,0,0,0,14,5,9,12,1,11,4,2,0,4,0,1,3,0,1,0,1,1,8,10,3,0,9,3,1229.895161,img_4041.png,img_4041_Front.png
30,1.7,2,12,3.44,1.20,0.73,0,0,0,0,0,0,14,5,9,12,2,11,4,2,0,4,0,1,3,0,1,0,1,1,8,11,3,0,9,3,1067.390655,img_4042.png,img_4042_Front.png
30,1.7,2,12,3.44,1.20,0.73,0,0,0,0,0,0,15,6,9,11,2,10,5,2,0,4,0,1,3,0,1,0,1,1,8,11,3,0,9,4,1067.390655,img_4043.png,img_4043_Front.png
30,1.7,2,12,3.44,1.20,0.73,0,0,0,0,0,0,14,5,9,12,0,11,5,2,0,4,0,1,3,0,1,0,1,1,8,11,3,0,9,4,1067.390655,img_4044.png,img_4044_Front.png
30,1.7,2,12,3.44,1.21,0.73,0,0,0,0,0,0,15,8,9,13,3,12,6,2,0,4,0,1,3,0,1,0,1,1,8,11,3,0,9,4,1066.966211,img_4045.png,img_4045_Front.png
30,1.7,2,12,3.44,1.20,0.73,0,0,0,0,0,0,15,7,9,12,1,11,4,2,0,4,0,1,3,0,0,0,1,1,8,11,3,0,9,4,1067.390655,img_4046.png,img_4046_Front.png
30,1.7,2,12,3.42,1.20,0.73,0,0,0,0,0,0,14,4,9,12,1,11,4,1,0,4,0,1,3,0,1,0,1,1,8,10,3,0,9,3,1230.443369,img_4047.png,img_4047_Front.png
30,1.7,2,12,3.44,1.21,0.73,0,0,0,0,0,0,15,7,9,13,2,13,6,2,0,4,0,1,3,0,1,0,1,1,9,11,3,0,9,5,1066.966211,img_4048.png,img_4048_Front.png
30,1.7,2,12,3.42,1.20,0.73,0,0,0,0,0,0,14,4,9,12,1,11,5,2,0,4,0,1,3,0,1,0,1,1,8,10,3,0,9,3,1230.443369,img_4049.png,img_4049_Front.png
30,1.7,2,12,3.43,1.20,0.73,0,0,0,0,0,0,14,5,9,12,1,11,5,2,0,4,0,1,3,0,1,0,1,1,8,10,3,0,9,3,1230.991837,img_4050.png,img_4050_Front.png
30,1.7,2,12,3.44,1.20,0.73,0,0,0,0,0,0,15,7,9,12,2,12,5,2,0,4,0,1,3,0,1,0,2,1,9,11,3,0,9,4,1067.390655,img_4051.png,img_4051_Front.png
30,1.7,2,12,3.43,1.20,0.73,0,0,0,0,0,0,14,4,9,12,1,11,5,2,0,4,0,1,3,0,1,0,1,1,8,10,1,0,9,3,1230.991837,img_4052.png,img_4052_Front.png
30,1.7,2,12,3.44,1.20,0.73,0,0,0,0,0,0,14,4,9,12,1,10,5,2,0,4,0,1,3,0,1,0,1,1,8,10,2,0,8,3,1067.390655,img_4054.png,img_4054_Front.png
30,1.7,2,12,3.44,1.19,0.73,0,0,0,0,0,0,14,4,9,13,1,11,5,1,0,4,0,1,3,0,1,0,1,1,8,10,3,0,9,3,1067.817965,img_4055.png,img_4055_Front.png
30,1.7,2,12,3.42,1.20,0.73,0,0,0,0,0,0,14,4,9,12,2,11,4,2,0,4,0,1,3,0,1,0,1,1,9,11,3,0,8,3,1230.443369,img_4056.png,img_4056_Front.png
30,1.7,2,12,3.42,1.20,0.73,0,0,0,0,0,0,14,4,9,13,1,11,4,2,0,4,0,1,3,0,1,0,1,1,8,11,3,0,9,3,1230.443369,img_4057.png,img_4057_Front.png
30,1.7,2,12,3.44,1.21,0.73,0,0,0,0,0,0,15,8,9,13,2,12,6,2,0,4,0,1,3,0,1,0,1,1,8,11,3,0,9,4,1066.966211,img_4058.png,img_4058_Front.png
30,1.7,2,12,3.44,1.20,0.73,0,0,0,0,0,0,14,4,9,12,1,10,5,7,0,4,0,1,3,0,1,0,1,1,8,10,3,0,8,3,1067.390655,img_4059.png,img_4059_Front.png
30,1.7,2,12,3.44,1.20,0.73,0,0,0,0,0,0,15,7,9,12,2,10,5,2,0,4,0,1,3,0,1,0,1,1,8,11,3,0,8,4,1067.390655,img_4060.png,img_4060_Front.png
30,1.7,2,12,3.44,1.21,0.73,0,0,0,0,0,0,15,8,9,13,2,12,6,2,0,4,0,1,3,0,1,0,1,1,9,11,3,0,9,4,1066.966211,img_4061.png,img_4061_Front.png
30,1.7,2,12,3.44,1.21,0.73,0,0,0,0,0,0,15,8,9,13,3,12,6,2,0,4,0,1,3,0,0,0,1,1,8,11,3,0,9,4,1066.966211,img_4062.png,img_4062_Front.png
30,1.7,2,11,3.44,1.20,0.73,0,0,0,0,0,0,15,7,9,12,1,11,5,2,0,4,0,1,3,0,1,0,1,1,9,11,3,0,9,4,1670.304764,img_4064.png,img_4064_Front.png
30,1.8,2,12,3.44,1.21,0.73,0,0,0,0,0,0,15,7,9,13,2,12,6,2,0,4,0,1,3,0,1,0,1,1,8,11,3,0,9,5,1750.854821,img_4065.png,img_4065_Front.png
30,1.7,2,12,3.42,1.20,0.73,0,0,0,0,0,0,14,4,9,12,1,10,4,2,0,4,0,1,3,0,1,0,1,1,8,11,3,0,9,3,1230.443369,img_4066.png,img_4066_Front.png
30,1.7,2,12,3.42,1.20,0.73,0,0,0,0,0,0,14,4,9,12,1,11,4,2,0,4,0,1,3,0,1,0,1,1,8,10,3,0,8,3,1230.443369,img_4067.png,img_4067_Front.png
30,1.7,2,12,3.44,1.20,0.73,0,0,0,1,0,0,14,4,9,13,1,11,5,2,0,4,0,1,3,0,1,0,1,1,8,10,3,0,8,3,998167.111936,img_4068.png,img_4068_Front.png
30,1.7,2,12,3.44,1.20,0.73,0,0,0,0,0,0,15,7,9,12,2,10,5,2,0,4,0,1,3,0,1,0,1,1,8,10,3,0,8,4,1067.390655,img_4069.png,img_4069_Front.png
30,1.7,2,12,3.43,1.20,0.73,0,0,0,0,0,0,14,5,9,12,1,11,5,2,0,4,0,1,3,0,1,0,1,1,8,10,2,0,9,3,1230.991837,img_4070.png,img_4070_Front.png
30,1.7,2,12,3.44,1.20,0.73,0,0,0,0,0,0,15,6,9,12,1,12,5,2,0,4,0,2,3,0,1,0,1,1,8,11,3,0,9,4,1067.390655,img_4072.png,img_4072_Front.png
30,1.7,2,12,3.44,1.20,0.73,0,0,0,0,0,0,15,7,9,12,2,12,5,2,0,4,0,1,3,0,1,0,1,1,9,10,3,0,9,4,1067.390655,img_4073.png,img_4073_Front.png
30,1.7,2,12,3.43,1.20,0.73,0,0,0,0,0,0,14,4,9,12,1,10,5,2,0,4,0,1,3,0,1,0,1,1,8,10,3,0,9,3,1230.991837,img_4074.png,img_4074_Front.png
30,1.7,2,12,3.44,1.21,0.73,0,0,0,0,0,0,15,7,9,13,2,12,6,2,0,4,0,1,3,0,0,0,1,1,9,11,3,0,9,5,1066.966211,img_4075.png,img_4075_Front.png
30,1.7,2,12,3.44,1.20,0.73,0,0,0,0,0,0,15,7,9,13,2,11,6,2,0,4,0,1,3,0,1,0,1,1,9,10,3,0,9,4,1067.390655,img_4076.png,img_4076_Front.png
30,1.7,2,11,3.44,1.20,0.73,0,0,0,0,0,0,15,8,9,13,2,12,6,2,0,4,0,1,3,0,1,0,1,1,9,11,3,0,9,4,1670.304764,img_4077.png,img_4077_Front.png
30,1.6,2,12,3.41,1.20,0.73,0,0,0,0,0,0,14,5,9,12,1,11,4,2,0,4,0,1,3,0,1,0,1,1,8,11,2,0,9,3,1348.357534,img_4078.png,img_4078_Front.png
30,1.7,2,12,3.44,1.21,0.73,0,0,0,0,0,0,15,7,9,12,2,12,5,2,0,4,0,1,3,0,1,0,1,1,9,11,3,1,9,4,1066.966211,img_4079.png,img_4079_Front.png
30,1.7,2,12,3.45,1.20,0.73,0,1,0,0,0,0,15,5,9,13,1,11,5,2,0,4,0,1,3,0,1,0,1,1,8,11,3,0,9,4,307160.502854,img_4080.png,img_4080_Front.png
30,1.7,2,12,3.46,1.20,0.73,0,0,0,0,0,0,15,7,9,12,2,10,5,2,0,4,0,1,3,0,1,0,1,1,9,11,3,0,9,4,1068.487852,img_4081.png,img_4081_Front.png
30,1.7,2,12,3.42,1.20,0.73,0,0,0,0,0,0,14,4,9,12,1,11,4,1,0,4,0,1,3,0,1,0,1,1,8,9,3,0,9,3,1230.443369,img_4082.png,img_4082_Front.png
30,1.7,2,12,3.44,1.19,0.74,0,0,0,0,0,0,14,4,9,12,1,11,4,2,0,4,0,1,3,0,1,0,1,1,8,11,3,0,9,3,1070.409706,img_4083.png,img_4083_Front.png
30,1.7,2,12,3.44,1.20,0.73,0,0,0,0,0,0,15,6,9,11,1,12,5,2,0,4,0,1,3,0,1,0,1,1,8,11,3,0,9,4,1067.390655,img_4084.png,img_4084_Front.png
30,1.7,2,12,3.44,1.20,0.73,0,0,0,0,0,0,15,8,9,13,3,12,6,2,0,4,0,1,3,0,1,0,1,1,9,11,3,0,8,4,1067.390655,img_4086.png,img_4086_Front.png
30,1.7,2,12,3.44,1.20,0.73,0,0,0,0,0,0,14,4,9,12,0,11,5,2,0,4,0,1,3,0,1,0,1,1,8,10,3,0,8,3,1067.390655,img_4087.png,img_4087_Front.png
30,1.7,2,12,3.43,1.20,0.73,0,0,0,0,0,0,14,4,9,12,1,11,4,1,0,4,0,1,2,0,1,0,1,1,8,11,3,0,9,3,1230.991837,img_4088.png,img_4088_Front.png
30,1.7,2,12,3.44,1.21,0.73,0,0,0,0,0,0,15,8,9,13,3,12,6,2,0,5,0,1,3,0,1,0,1,1,9,11,3,0,9,4,1066.966211,img_4092.png,img_4092_Front.png
30,1.7,2,12,3.44,1.20,0.73,0,0,0,0,0,1,15,6,9,12,1,12,5,2,0,4,0,1,3,0,1,0,1,1,8,11,3,0,9,4,140473.544046,img_4093.png,img_4093_Front.png
30,1.7,2,12,3.44,1.20,0.73,0,0,0,0,0,0,14,4,9,12,1,11,5,2,0,4,0,1,3,0,1,0,1,1,8,10,2,0,9,3,1067.390655,img_4094.png,img_4094_Front.png
30,1.7,2,12,3.44,1.20,0.73,0,0,0,0,0,0,14,5,9,12,2,11,5,2,0,4,0,1,3,0,1,0,1,1,8,11,2,0,9,3,1067.390655,img_4095.png,img_4095_Front.png
30,1.7,2,12,3.42,1.20,0.73,0,0,0,0,0,0,14,4,9,12,1,11,4,2,0,4,0,1,3,0,1,0,1,1,8,11,3,0,8,3,1230.443369,img_4096.png,img_4096_Front.png
30,1.7,2,12,3.44,1.20,0.73,0,0,0,0,0,0,15,6,8,11,2,10,5,2,0,4,0,1,3,0,1,0,1,1,8,11,3,0,9,4,1067.390655,img_4097.png,img_4097_Front.png
30,1.7,2,12,3.44,1.20,0.73,0,0,0,0,0,0,14,4,9,13,1,11,5,2,0,4,0,2,3,0,1,0,1,1,8,10,3,0,8,3,1067.390655,img_4098.png,img_4098_Front.png
30,1.7,2,12,3.44,1.20,0.73,0,0,0,0,0,0,15,6,9,12,1,11,5,1,0,4,0,1,3,0,1,0,1,1,8,11,3,0,9,4,1067.390655,img_4099.png,img_4099_Front.png
30,1.7,2,12,3.43,1.20,0.73,0,0,0,0,0,0,14,4,9,12,1,11,4,1,0,4,0,1,3,0,1,0,1,1,8,11,3,0,9,3,1230.991837,img_4100.png,img_4100_Front.png
30,1.7,2,12,3.43,1.20,0.73,0,0,0,0,0,0,14,4,9,12,1,9,5,3,0,4,0,1,3,0,1,0,1,1,8,10,2,0,8,3,1230.991837,img_4101.png,img_4101_Front.png
30,1.6,2,12,3.42,1.20,0.73,0,0,0,0,0,0,14,4,9,12,1,10,4,2,0,4,0,1,3,0,1,0,1,1,8,11,2,0,9,3,1348.916424,img_4102.png,img_4102_Front.png
30,1.7,2,12,3.44,1.19,0.73,0,0,0,0,0,0,14,4,9,12,1,10,5,2,0,4,0,1,3,0,1,0,1,1,8,10,3,0,8,3,1067.817965,img_4103.png,img_4103_Front.png
30,1.7,2,12,3.44,1.20,0.73,0,0,0,0,0,0,15,6,8,11,2,10,5,2,0,4,0,1,3,0,1,0,1,1,8,10,3,0,9,4,1067.390655,img_4105.png,img_4105_Front.png
30,1.7,2,12,3.44,1.20,0.73,0,0,0,0,0,0,15,7,9,12,2,10,6,2,0,4,0,1,3,0,1,0,1,1,8,10,3,0,8,4,1067.390655,img_4106.png,img_4106_Front.png
30,1.8,2,12,3.44,1.20,0.73,0,0,0,0,0,0,15,7,9,12,2,10,5,2,0,4,0,1,3,0,1,0,1,1,8,10,3,0,8,4,1751.635965,img_4107.png,img_4107_Front.png
30,1.7,2,12,3.42,1.20,0.73,0,0,0,0,0,0,14,4,9,13,1,11,4,2,0,4,0,1,3,0,1,0,1,1,8,10,3,0,8,3,1230.443369,img_4108.png,img_4108_Front.png
30,1.7,2,12,3.44,1.20,0.73,0,0,0,0,0,0,15,7,9,12,2,12,4,2,0,4,0,1,3,0,1,0,1,1,8,11,3,0,9,4,1067.390655,img_4109.png,img_4109_Front.png
30,1.7,2,12,3.43,1.20,0.73,0,0,0,0,0,0,14,5,8,11,1,10,5,2,0,4,0,1,3,0,1,0,1,1,8,10,2,0,9,3,1230.991837,img_4110.png,img_4110_Front.png
30,1.7,2,12,3.44,1.20,0.73,0,0,0,0,0,0,15,7,9,12,2,12,5,2,0,4,0,0,3,0,1,0,1,1,9,10,3,0,9,4,1067.390655,img_4111.png,img_4111_Front.png
30,1.7,2,12,3.44,1.20,0.73,0,0,0,0,0,0,15,8,9,13,3,12,6,2,0,4,0,1,3,0,1,0,1,1,8,11,3,0,8,4,1067.390655,img_4112.png,img_4112_Front.png
30,1.7,2,12,3.44,1.20,0.73,0,0,0,0,0,0,15,8,9,13,2,12,6,2,0,4,0,1,3,0,1,0,1,1,8,11,3,0,8,4,1067.390655,img_4113.png,img_4113_Front.png
30,1.7,2,12,3.44,1.20,0.73,0,1,0,0,0,0,15,7,9,12,2,12,5,2,0,4,0,1,3,0,1,0,1,1,9,10,3,0,9,4,307159.954385,img_4114.png,img_4114_Front.png
30,1.7,2,11,3.44,1.20,0.73,0,0,0,0,0,0,15,6,9,12,1,12,5,2,0,4,0,2,3,0,1,0,1,1,8,11,3,0,9,4,1670.304764,img_4115.png,img_4115_Front.png
30,1.7,2,12,3.44,1.20,0.73,0,0,0,0,0,0,14,4,9,12,0,10,4,2,0,4,0,1,3,0,1,0,1,1,8,10,2,0,8,3,1067.390655,img_4116.png,img_4116_Front.png
30,1.7,2,11,3.44,1.20,0.73,0,0,0,0,0,0,15,7,9,12,1,11,5,2,0,4,0,1,3,0,0,0,1,1,9,11,3,0,9,4,1670.304764,img_4117.png,img_4117_Front.png
30,1.8,2,12,3.44,1.21,0.73,0,0,0,0,0,0,15,7,9,12,2,12,6,2,0,4,0,1,3,0,1,0,1,1,8,11,3,0,9,5,1750.854821,img_4118.png,img_4118_Front.png
30,1.7,2,12,3.44,1.21,0.73,0,0,0,0,0,0,15,8,9,13,2,12,6,2,0,4,0,1,3,0,0,0,1,1,8,11,3,0,9,4,1066.966211,img_4119.png,img_4119_Front.png
30,1.7,2,12,3.44,1.20,0.73,0,0,0,0,0,0,15,7,9,13,2,11,6,2,0,4,0,1,3,0,1,0,1,1,9,10,3,0,8,4,1067.390655,img_4120.png,img_4120_Front.png
30,1.7,2,12,3.44,1.20,0.73,0,0,0,0,0,0,16,6,9,12,1,12,5,2,0,4,0,2,3,0,1,0,1,1,8,11,3,0,9,4,1067.390655,img_4121.png,img_4121_Front.png
30,1.7,2,12,3.44,1.21,0.73,0,0,0,0,0,0,15,7,9,12,2,12,5,2,0,4,0,1,3,0,0,0,1,1,9,11,3,0,9,4,1066.966211,img_4122.png,img_4122_Front.png
30,1.7,2,12,3.44,1.20,0.73,0,0,0,0,0,0,15,7,9,12,2,11,5,2,0,4,0,1,3,0,1,0,1,1,8,10,3,0,8,4,1067.390655,img_4123.png,img_4123_Front.png
30,1.7,2,12,3.44,1.21,0.73,0,0,0,0,0,0,15,8,9,13,2,13,6,2,0,4,0,1,3,0,1,0,1,1,9,11,3,0,9,4,1066.966211,img_4124.png,img_4124_Front.png
30,1.7,2,12,3.44,1.21,0.73,0,0,0,0,0,0,15,7,9,12,2,12,5,2,0,4,0,1,3,0,1,0,1,0,9,11,3,0,9,4,1066.966211,img_4125.png,img_4125_Front.png
30,1.7,2,12,3.44,1.21,0.73,0,0,0,0,0,0,15,7,9,12,2,12,5,2,0,4,0,1,3,0,1,0,1,1,9,11,3,0,10,4,1066.966211,img_4126.png,img_4126_Front.png
30,1.7,2,12,3.44,1.20,0.73,0,0,0,0,0,0,15,7,9,12,2,10,5,2,0,4,0,1,3,0,1,0,1,1,8,10,3,0,9,4,1067.390655,img_4127.png,img_4127_Front.png
30,1.7,2,12,3.44,1.20,0.73,0,0,0,0,0,0,15,8,9,13,2,12,6,1,0,4,0,1,3,0,1,0,1,1,8,11,3,0,8,4,1067.390655,img_4128.png,img_4128_Front.png
30,1.7,2,12,3.44,1.20,0.73,0,0,0,0,1,0,15,6,9,12,1,12,5,2,0,4,0,1,3,0,1,0,1,1,8,11,3,0,9,4,37249.405507,img_4129.png,img_4129_Front.png
30,1.7,2,12,3.44,1.21,0.73,0,0,0,0,0,0,15,7,9,13,2,13,6,2,0,5,0,1,3,0,1,0,1,1,9,11,3,0,9,5,1066.966211,img_4130.png,img_4130_Front.png
30,1.7,2,11,3.44,1.21,0.73,0,0,0,0,0,0,15,8,9,13,2,12,6,2,0,4,0,1,3,0,0,0,1,1,8,11,3,0,9,4,1669.606216,img_4131.png,img_4131_Front.png
30,1.7,2,12,3.42,1.21,0.73,0,0,0,0,0,0,15,7,9,13,2,12,6,2,0,4,0,1,3,0,0,0,1,1,8,11,3,0,9,4,1230.02153,img_4132.png,img_4132_Front.png
30,1.7,2,12,3.44,1.20,0.73,0,0,0,0,0,0,15,6,9,12,0,12,5,2,0,4,0,1,3,0,1,0,1,1,8,10,3,0,9,4,1067.390655,img_4133.png,img_4133_Front.png
30,1.7,2,12,3.42,1.20,0.73,0,0,0,0,0,0,14,4,9,12,1,11,4,1,0,4,0,1,3,0,1,0,1,1,8,9,3,0,8,3,1230.443369,img_4134.png,img_4134_Front.png
30,1.7,2,12,3.46,1.20,0.73,0,0,0,0,0,0,15,7,9,12,2,12,5,2,0,4,0,1,3,0,1,0,1,1,9,11,3,0,9,4,1068.487852,img_4136.png,img_4136_Front.png
30,1.7,2,12,3.44,1.20,0.73,0,0,0,0,0,0,15,7,9,13,2,11,6,2,0,4,0,1,3,0,1,0,1,1,8,10,3,0,9,4,1067.390655,img_4137.png,img_4137_Front.png
30,1.7,2,12,3.44,1.20,0.73,0,0,0,0,0,0,15,6,8,11,1,10,5,2,0,4,0,1,3,0,1,0,1,1,8,11,3,0,9,4,1067.390655,img_4138.png,img_4138_Front.png
30,1.7,2,12,3.44,1.20,0.73,0,0,0,0,0,0,14,4,9,12,1,10,5,2,0,4,0,1,3,0,1,0,1,1,8,10,2,0,9,3,1067.390655,img_4139.png,img_4139_Front.png
30,1.7,2,11,3.44,1.20,0.73,0,0,0,0,0,0,15,7,9,12,2,11,5,2,0,4,0,1,3,0,1,0,1,1,9,11,3,0,9,4,1670.304764,img_4140.png,img_4140_Front.png
30,1.7,2,12,3.44,1.21,0.73,0,0,0,0,0,0,15,7,9,13,2,12,6,2,0,4,0,1,3,0,1,0,1,1,8,11,3,0,9,4,1066.966211,img_4141.png,img_4141_Front.png
30,1.7,2,12,3.44,1.20,0.73,0,0,0,0,0,0,15,6,9,11,1,10,5,2,0,4,0,1,3,0,1,0,1,1,8,11,3,0,8,4,1067.390655,img_4143.png,img_4143_Front.png
30,1.7,2,12,3.42,1.20,0.73,0,0,0,0,0,0,14,4,9,12,1,11,4,1,0,5,0,0,3,0,1,0,1,1,8,11,3,0,9,3,1230.443369,img_4144.png,img_4144_Front.png
30,1.7,2,12,3.44,1.20,0.73,0,0,0,0,0,0,15,7,9,12,2,11,5,2,0,4,0,1,3,0,1,0,1,1,9,10,3,0,9,4,1067.390655,img_4146.png,img_4146_Front.png
30,1.7,2,11,3.44,1.20,0.73,0,0,0,0,0,0,14,4,9,12,1,10,5,2,0,4,0,1,3,0,1,0,1,1,8,10,2,0,8,3,1670.304764,img_4147.png,img_4147_Front.png
30,1.7,2,12,3.44,1.19,0.73,0,0,0,0,0,0,14,4,9,13,1,11,5,2,0,4,0,1,3,0,1,0,1,1,8,10,3,0,9,3,1067.817965,img_4148.png,img_4148_Front.png
30,1.7,2,12,3.43,1.20,0.73,0,0,0,0,0,0,14,4,9,12,1,10,5,2,0,4,0,1,3,0,1,0,1,1,8,10,2,0,8,3,1230.991837,img_4149.png,img_4149_Front.png
30,1.7,2,12,3.44,1.20,0.73,0,0,0,0,0,0,14,4,9,12,1,10,5,4,0,4,0,1,3,0,1,0,1,1,8,10,2,0,8,3,1067.390655,img_4150.png,img_4150_Front.png
30,1.7,2,12,3.44,1.20,0.73,0,0,0,0,0,0,15,7,9,12,2,11,5,2,0,4,0,1,3,0,0,0,1,1,8,10,3,0,9,4,1067.390655,img_4151.png,img_4151_Front.png
30,1.7,2,12,3.44,1.20,0.73,0,0,0,0,0,0,15,8,9,13,3,12,6,2,0,4,0,1,3,0,0,0,1,1,8,11,3,0,8,4,1067.390655,img_4152.png,img_4152_Front.png
30,1.7,2,12,3.44,1.20,0.73,0,0,0,0,0,0,15,7,9,12,2,11,5,2,0,4,0,1,3,0,1,0,1,1,9,10,3,0,10,4,1067.390655,img_4154.png,img_4154_Front.png
30,1.7,2,12,3.44,1.20,0.73,0,0,0,0,0,0,15,7,9,12,2,11,5,2,0,4,0,1,3,1,1,0,1,1,8,10,3,0,8,4,1067.390655,img_4155.png,img_4155_Front.png
30,1.7,2,12,3.44,1.19,0.73,0,0,0,0,0,0,15,7,9,12,2,11,5,2,0,4,0,1,3,0,1,0,1,1,9,10,3,0,9,4,1067.817965,img_4156.png,img_4156_Front.png
30,1.7,2,12,3.44,1.20,0.73,0,0,0,0,0,0,15,7,9,12,2,10,5,2,1,4,0,1,3,0,1,0,1,1,8,10,3,0,8,4,1067.390655,img_4157.png,img_4157_Front.png
30,1.7,2,12,3.44,1.20,0.73,0,0,0,0,0,0,15,6,8,11,1,10,5,2,0,4,0,1,3,0,1,0,1,1,8,10,3,0,9,4,1067.390655,img_4158.png,img_4158_Front.png
30,1.7,2,12,3.44,1.21,0.73,0,0,0,0,0,0,15,7,9,12,2,12,5,2,0,4,0,1,2,0,1,0,1,1,9,11,3,0,10,4,1066.966211,img_4159.png,img_4159_Front.png
30,1.7,2,12,3.44,1.20,0.73,0,0,0,0,0,0,15,7,9,12,2,10,5,2,0,4,0,0,3,0,1,0,1,1,8,10,3,0,8,4,1067.390655,img_4160.png,img_4160_Front.png
30,1.7,2,12,3.44,1.21,0.72,0,0,0,0,0,0,15,7,9,12,2,12,5,2,0,4,0,1,3,0,1,0,1,1,9,11,3,0,9,4,1228.537669,img_4161.png,img_4161_Front.png
30,1.7,2,12,3.44,1.21,0.73,0,0,0,0,0,0,15,8,9,13,3,12,6,2,0,4,0,1,3,0,1,0,1,1,9,11,3,0,9,4,1066.966211,img_4162.png,img_4162_Front.png
30,1.7,2,12,3.44,1.20,0.73,0,0,0,0,0,0,15,7,9,12,2,11,5,2,0,4,0,1,3,0,0,0,1,1,9,10,3,0,9,4,1067.390655,img_4163.png,img_4163_Front.png
30,1.7,2,12,3.42,1.19,0.73,0,0,0,0,0,0,14,4,9,12,1,11,4,1,0,4,0,0,3,0,1,0,1,1,8,10,3,0,9,3,1230.868073,img_4164.png,img_4164_Front.png
30,1.7,2,12,3.42,1.21,0.73,0,0,0,0,0,0,15,7,9,13,3,12,6,2,0,4,0,1,3,0,0,0,1,1,8,11,3,0,9,4,1230.02153,img_4165.png,img_4165_Front.png
30,1.7,2,12,3.42,1.20,0.73,0,0,0,0,0,0,14,4,8,11,1,10,4,1,0,4,0,0,3,0,1,0,1,1,8,10,3,0,9,3,1230.443369,img_4166.png,img_4166_Front.png
30,1.7,2,12,3.44,1.20,0.73,0,0,0,0,0,0,15,7,9,12,2,12,4,2,0,4,0,1,3,0,0,0,1,1,8,11,3,0,9,4,1067.390655,img_4167.png,img_4167_Front.png
30,1.7,2,12,3.44,1.20,0.73,0,0,0,0,0,0,15,6,9,12,2,12,4,2,0,4,0,1,3,0,1,0,1,1,8,11,3,0,9,4,1067.390655,img_4168.png,img_4168_Front.png
30,1.7,2,12,3.44,1.21,0.73,0,0,0,0,0,0,15,7,10,13,2,12,6,2,0,4,0,1,3,0,1,0,1,1,8,11,3,0,9,4,1066.966211,img_4169.png,img_4169_Front.png
30,1.7,2,12,3.44,1.20,0.73,0,0,0,0,0,0,15,8,9,13,2,12,6,2,0,4,0,1,4,0,1,0,1,1,8,11,3,0,8,4,1067.390655,img_4170.png,img_4170_Front.png
30,1.7,2,12,3.44,1.21,0.73,0,0,0,0,0,1,15,7,9,12,2,12,5,2,0,4,0,1,3,0,0,0,1,1,9,11,3,0,9,4,140473.119602,img_4171.png,img_4171_Front.png
30,1.7,2,12,3.44,1.21,0.73,0,0,0,0,0,0,15,7,9,13,2,12,6,2,0,4,0,2,3,0,1,0,1,1,8,11,3,0,9,4,1066.966211,img_4172.png,img_4172_Front.png
30,1.7,2,12,3.44,1.20,0.73,0,0,0,0,0,0,15,7,9,12,2,11,5,2,0,4,0,1,3,0,1,0,1,1,8,11,3,0,8,4,1067.390655,img_4173.png,img_4173_Front.png
30,1.7,2,12,3.44,1.21,0.73,0,0,0,0,0,0,15,8,9,13,2,12,6,2,0,4,0,1,2,0,1,0,1,1,8,11,3,0,9,4,1066.966211,img_4174.png,img_4174_Front.png
30,1.7,2,12,3.44,1.21,0.73,0,0,0,0,0,0,15,7,9,12,2,12,5,2,0,4,0,1,3,0,0,0,1,1,10,11,3,0,9,4,1066.966211,img_4175.png,img_4175_Front.png
30,1.7,2,11,3.44,1.21,0.73,0,0,0,0,0,0,15,7,9,12,2,12,5,2,0,4,0,1,3,0,1,0,1,1,8,11,3,0,9,4,1669.606216,img_4176.png,img_4176_Front.png
30,1.7,2,12,3.44,1.20,0.73,0,0,0,0,0,0,15,6,9,12,1,10,5,2,0,4,0,1,3,0,1,0,1,1,8,10,3,0,8,4,1067.390655,img_4178.png,img_4178_Front.png
30,1.7,2,12,3.44,1.21,0.73,0,0,0,0,0,0,15,7,9,13,2,12,6,2,0,4,0,1,3,0,1,0,1,1,8,11,3,1,9,4,1066.966211,img_4179.png,img_4179_Front.png
30,1.7,2,12,3.44,1.21,0.73,0,0,0,0,0,0,15,7,9,12,2,12,5,2,0,4,0,0,3,0,1,0,1,1,9,10,3,0,9,4,1066.966211,img_4180.png,img_4180_Front.png
